timestamp,current
9225.28,0
9225.29,664.56
9225.3,668.775
9225.31,664.56
9225.32,748.967
9225.33,9863.738
9225.34,10557.545
9225.35,10193.974
9225.36,7769.138
9225.37,7588.708
9225.38,7588.708
9225.39,7633.801
9225.4,12008.203
9225.41,15628.729
9225.42,16097.199
9225.43,16331.801
9225.44,16191.011
9225.45,16237.932
9225.46,16378.751
9225.47,16425.711
9225.48,16284.861
9225.49,16331.801
9225.5,16378.751
9225.51,16097.199
9225.52,16331.801
9225.53,16237.932
9225.54,16472.68
9225.55,16378.751
9225.56,16237.932
9225.57,16378.751
9225.58,16378.751
9225.59,16237.932
9225.6,16284.861
9225.61,16331.801
9225.62,16237.932
9225.63,16378.751
9225.64,16378.751
9225.65,16191.011
9225.66,16237.932
9225.67,16331.801
9225.68,16331.801
9225.69,16237.932
9225.7,16284.861
9225.71,16144.101
9225.72,13329.18
9225.73,10929.852
9225.74,9928.072
9225.75,8431.723
9225.76,7109.265
9225.77,1012.163
9225.78,995.112
9225.79,995.112
9225.8,999.374
9225.81,999.374
9225.82,995.112
9225.83,999.374
9225.84,986.591
9225.85,1003.636
9225.86,1003.636
9225.87,978.072
9225.88,995.112
9225.89,999.374
9225.9,1003.636
9225.91,990.851
9225.92,1003.636
9225.93,995.112
9225.94,982.331
9225.95,986.591
9225.96,990.851
9225.97,995.112
9225.98,999.374
9225.99,990.851
9226,999.374
9226.01,986.591
9226.02,990.851
9226.03,990.851
9226.04,999.374
9226.05,990.851
9226.06,990.851
9226.07,978.072
9226.08,995.112
9226.09,1003.636
9226.1,990.851
9226.11,995.112
9226.12,999.374
9226.13,1007.899
9226.14,999.374
9226.15,1003.636
9226.16,995.112
9226.17,999.374
9226.18,995.112
9226.19,995.112
9226.2,995.112
9226.21,990.851
9226.22,990.851
9226.23,995.112
9226.24,995.112
9226.25,1003.636
9226.26,995.112
9226.27,986.591
9226.28,1007.899
9226.29,990.851
9226.3,978.072
9226.31,995.112
9226.32,1003.636
9226.33,990.851
9226.34,999.374
9226.35,999.374
9226.36,1003.636
9226.37,986.591
9226.38,990.851
9226.39,990.851
9226.4,986.591
9226.41,982.331
9226.42,995.112
9226.43,990.851
9226.44,990.851
9226.45,999.374
9226.46,1003.636
9226.47,982.331
9226.48,995.112
9226.49,978.072
9226.5,978.072
9226.51,999.374
9226.52,999.374
9226.53,978.072
9226.54,982.331
9226.55,990.851
9226.56,995.112
9226.57,1003.636
9226.58,995.112
9226.59,999.374
9226.6,1007.899
9226.61,1003.636
9226.62,995.112
9226.63,1003.636
9226.64,1007.899
9226.65,1007.899
9226.66,999.374
9226.67,995.112
9226.68,995.112
9226.69,990.851
9226.7,995.112
9226.71,1016.427
9226.72,995.112
9226.73,1012.163
9226.74,999.374
9226.75,995.112
9226.76,990.851
9226.77,999.374
9226.78,999.374
9226.79,995.112
9226.8,986.591
9226.81,999.374
9226.82,999.374
9226.83,990.851
9226.84,986.591
9226.85,999.374
9226.86,1003.636
9226.87,1012.163
9226.88,995.112
9226.89,1003.636
9226.9,995.112
9226.91,995.112
9226.92,999.374
9226.93,990.851
9226.94,995.112
9226.95,1007.899
9226.96,995.112
9226.97,999.374
9226.98,1007.899
9226.99,1003.636
9227,1007.899
9227.01,990.851
9227.02,999.374
9227.03,1003.636
9227.04,999.374
9227.05,1007.899
9227.06,990.851
9227.07,999.374
9227.08,999.374
9227.09,999.374
9227.1,995.112
9227.11,999.374
9227.12,1003.636
9227.13,1007.899
9227.14,1007.899
9227.15,990.851
9227.16,990.851
9227.17,986.591
9227.18,990.851
9227.19,995.112
9227.2,999.374
9227.21,1007.899
9227.22,995.112
9227.23,995.112
9227.24,990.851
9227.25,1016.427
9227.26,999.374
9227.27,999.374
9227.28,999.374
9227.29,1007.899
9227.3,986.591
9227.31,999.374
9227.32,999.374
9227.33,999.374
9227.34,995.112
9227.35,1007.899
9227.36,986.591
9227.37,990.851
9227.38,999.374
9227.39,1003.636
9227.4,990.851
9227.41,999.374
9227.42,986.591
9227.43,990.851
9227.44,995.112
9227.45,978.072
9227.46,999.374
9227.47,999.374
9227.48,999.374
9227.49,995.112
9227.5,1007.899
9227.51,1012.163
9227.52,995.112
9227.53,999.374
9227.54,999.374
9227.55,995.112
9227.56,999.374
9227.57,1003.636
9227.58,995.112
9227.59,990.851
9227.6,999.374
9227.61,1007.899
9227.62,999.374
9227.63,1016.427
9227.64,1003.636
9227.65,999.374
9227.66,1007.899
9227.67,999.374
9227.68,1003.636
9227.69,995.112
9227.7,986.591
9227.71,1007.899
9227.72,1007.899
9227.73,999.374
9227.74,990.851
9227.75,999.374
9227.76,1012.163
9227.77,999.374
9227.78,999.374
9227.79,990.851
9227.8,995.112
9227.81,995.112
9227.82,995.112
9227.83,1003.636
9227.84,999.374
9227.85,990.851
9227.86,986.591
9227.87,990.851
9227.88,999.374
9227.89,999.374
9227.9,995.112
9227.91,995.112
9227.92,999.374
9227.93,995.112
9227.94,1003.636
9227.95,1003.636
9227.96,1012.163
9227.97,999.374
9227.98,1003.636
9227.99,995.112
9228,999.374
9228.01,1003.636
9228.02,999.374
9228.03,995.112
9228.04,995.112
9228.05,995.112
9228.06,999.374
9228.07,1007.899
9228.08,999.374
9228.09,999.374
