timestamp,current
10725.34,13166.762
10725.35,13305.646
10725.36,13398.285
10725.37,13444.619
10725.38,13305.646
10725.39,13351.961
10725.4,13305.646
10725.41,13537.316
10725.42,13490.963
10725.43,13351.961
10725.44,13537.316
10725.45,13490.963
10725.46,13351.961
10725.47,13444.619
10725.48,13537.316
10725.49,13583.68
10725.5,13490.963
10725.51,13444.619
10725.52,13444.619
10725.53,13490.963
10725.54,13351.961
10725.55,13305.646
10725.56,13583.68
10725.57,13490.963
10725.58,13490.963
10725.59,13676.436
10725.6,13490.963
10725.61,13444.619
10725.62,13351.961
10725.63,13444.619
10725.64,13305.646
10725.65,13351.961
10725.66,13583.68
10725.67,13444.619
10725.68,13351.961
10725.69,13351.961
10725.7,13305.646
10725.71,13398.285
10725.72,13444.619
10725.73,13398.285
10725.74,13351.961
10725.75,13490.963
10725.76,13444.619
10725.77,13351.961
10725.78,13351.961
10725.79,13444.619
10725.8,13351.961
10725.81,13351.961
10725.82,13444.619
10725.83,13444.619
10725.84,13351.961
10725.85,13490.963
10725.86,13351.961
10725.87,13490.963
10725.88,13444.619
10725.89,13444.619
10725.9,13537.316
10725.91,13537.316
10725.92,13351.961
10725.93,13398.285
10725.94,13583.68
10725.95,13583.68
10725.96,13351.961
10725.97,13351.961
10725.98,13351.961
10725.99,13537.316
10726,13583.68
10726.01,13444.619
10726.02,13398.285
10726.03,13351.961
10726.04,13444.619
10726.05,13398.285
10726.06,13305.646
10726.07,13351.961
10726.08,13444.619
10726.09,13583.68
10726.1,13537.316
10726.11,13583.68
10726.12,13490.963
10726.13,13537.316
10726.14,13398.285
10726.15,13444.619
10726.16,13351.961
10726.17,13444.619
10726.18,13351.961
10726.19,13351.961
10726.2,13444.619
10726.21,13630.053
10726.22,13398.285
10726.23,13490.963
10726.24,13398.285
10726.25,13351.961
10726.26,13398.285
10726.27,13444.619
10726.28,13351.961
10726.29,13398.285
10726.3,13305.646
10726.31,13259.342
10726.32,13490.963
10726.33,13351.961
10726.34,13444.619
10726.35,13305.646
10726.36,13444.619
10726.37,13490.963
10726.38,13305.646
10726.39,13259.342
10726.4,13398.285
10726.41,13444.619
10726.42,13490.963
10726.43,13444.619
10726.44,13351.961
10726.45,13444.619
10726.46,13305.646
10726.47,13398.285
10726.48,13444.619
10726.49,13351.961
10726.5,13259.342
10726.51,13305.646
10726.52,13305.646
10726.53,13444.619
10726.54,13351.961
10726.55,13583.68
10726.56,13398.285
10726.57,13490.963
10726.58,13490.963
10726.59,13305.646
10726.6,13398.285
10726.61,13537.316
10726.62,13398.285
10726.63,13490.963
10726.64,13351.961
10726.65,13351.961
10726.66,13305.646
10726.67,13351.961
10726.68,13398.285
10726.69,13398.285
10726.7,13351.961
10726.71,13444.619
10726.72,13630.053
10726.73,13351.961
10726.74,13351.961
10726.75,13490.963
10726.76,13444.619
10726.77,13583.68
10726.78,13351.961
10726.79,13490.963
10726.8,13490.963
10726.81,13490.963
10726.82,13444.619
10726.83,13444.619
10726.84,13213.047
10726.85,13305.646
10726.86,13398.285
10726.87,13583.68
10726.88,13444.619
10726.89,13351.961
10726.9,13351.961
10726.91,13398.285
10726.92,13259.342
10726.93,13490.963
10726.94,13259.342
10726.95,13444.619
10726.96,13490.963
10726.97,13398.285
10726.98,13444.619
10726.99,13444.619
10727,13305.646
10727.01,13351.961
10727.02,13213.047
10727.03,13351.961
10727.04,13351.961
10727.05,13444.619
10727.06,13444.619
10727.07,13398.285
10727.08,13398.285
10727.09,13398.285
10727.1,13444.619
10727.11,13537.316
10727.12,13444.619
10727.13,13444.619
10727.14,13351.961
10727.15,13583.68
10727.16,13490.963
10727.17,13398.285
10727.18,13351.961
10727.19,13444.619
10727.2,13490.963
10727.21,13305.646
10727.22,13398.285
10727.23,13490.963
10727.24,13259.342
10727.25,13490.963
10727.26,13259.342
10727.27,13398.285
10727.28,13166.762
10727.29,13305.646
10727.3,13398.285
10727.31,13351.961
10727.32,13305.646
10727.33,13305.646
10727.34,13166.762
10727.35,13444.619
10727.36,13166.762
10727.37,13398.285
10727.38,13351.961
10727.39,13351.961
10727.4,13351.961
10727.41,13305.646
10727.42,13305.646
10727.43,13259.342
10727.44,13444.619
10727.45,13259.342
10727.46,13351.961
10727.47,13351.961
10727.48,13398.285
10727.49,13259.342
10727.5,13398.285
10727.51,13444.619
10727.52,13351.961
10727.53,13537.316
10727.54,13444.619
10727.55,13398.285
10727.56,13398.285
10727.57,13398.285
10727.58,13213.047
10727.59,13166.762
10727.6,13351.961
10727.61,13351.961
10727.62,13398.285
10727.63,13305.646
10727.64,13166.762
10727.65,13398.285
10727.66,13259.342
10727.67,13166.762
10727.68,13351.961
10727.69,13444.619
10727.7,13398.285
10727.71,13444.619
10727.72,13490.963
10727.73,13490.963
10727.74,13398.285
10727.75,13351.961
10727.76,13351.961
10727.77,13305.646
10727.78,13398.285
10727.79,13305.646
10727.8,13305.646
10727.81,13305.646
10727.82,13166.762
10727.83,13351.961
10727.84,13583.68
10727.85,13444.619
10727.86,13259.342
10727.87,13444.619
10727.88,13351.961
10727.89,13305.646
10727.9,13351.961
10727.91,13305.646
10727.92,13166.762
10727.93,13351.961
10727.94,13351.961
10727.95,13490.963
10727.96,13305.646
10727.97,13305.646
10727.98,13444.619
10727.99,13351.961
10728,13398.285
10728.01,13351.961
10728.02,13398.285
10728.03,13398.285
10728.04,13398.285
10728.05,13166.762
10728.06,13444.619
10728.07,13583.68
10728.08,13166.762
10728.09,13398.285
10728.1,13259.342
10728.11,13351.961
10728.12,13351.961
10728.13,13398.285
10728.14,13213.047
10728.15,13537.316
10728.16,13351.961
10728.17,13213.047
10728.18,13259.342
10728.19,13259.342
10728.2,13398.285
10728.21,13305.646
10728.22,13305.646
10728.23,13305.646
10728.24,13398.285
10728.25,13398.285
10728.26,13213.047
10728.27,13351.961
10728.28,13305.646
10728.29,13166.762
10728.3,13213.047
10728.31,13398.285
10728.32,13305.646
10728.33,13351.961
10728.34,13444.619
10728.35,13583.68
10728.36,13213.047
10728.37,13351.961
10728.38,13120.486
10728.39,13259.342
10728.4,13259.342
10728.41,13351.961
10728.42,13305.646
10728.43,13259.342
10728.44,13351.961
10728.45,13166.762
10728.46,13305.646
10728.47,13305.646
10728.48,13166.762
10728.49,13074.222
10728.5,13213.047
10728.51,13351.961
10728.52,13259.342
10728.53,13213.047
10728.54,13305.646
10728.55,13351.961
10728.56,13213.047
10728.57,13305.646
10728.58,13305.646
10728.59,13351.961
10728.6,13305.646
10728.61,13305.646
10728.62,13259.342
10728.63,13213.047
10728.64,13259.342
10728.65,13305.646
10728.66,13166.762
10728.67,13351.961
10728.68,13166.762
10728.69,13259.342
10728.7,13305.646
10728.71,13398.285
10728.72,13213.047
10728.73,13351.961
10728.74,13305.646
10728.75,13259.342
10728.76,13305.646
10728.77,13305.646
10728.78,13398.285
10728.79,13166.762
10728.8,13351.961
10728.81,13398.285
10728.82,13213.047
10728.83,13213.047
10728.84,13213.047
10728.85,13074.222
10728.86,13213.047
10728.87,13213.047
10728.88,13305.646
10728.89,13213.047
10728.9,13166.762
10728.91,13305.646
10728.92,13259.342
10728.93,13259.342
10728.94,13213.047
10728.95,13166.762
10728.96,13213.047
10728.97,13398.285
10728.98,13351.961
10728.99,13305.646
10729,13166.762
10729.01,13351.961
10729.02,13213.047
10729.03,13166.762
10729.04,13259.342
10729.05,13213.047
10729.06,13213.047
10729.07,13213.047
10729.08,13351.961
10729.09,13213.047
10729.1,13074.222
10729.11,13120.486
10729.12,13259.342
10729.13,13213.047
10729.14,13166.762
10729.15,13259.342
10729.16,13259.342
10729.17,13213.047
10729.18,13305.646
10729.19,13166.762
10729.2,13213.047
10729.21,13166.762
10729.22,13120.486
10729.23,13213.047
10729.24,13120.486
10729.25,13074.222
10729.26,13213.047
10729.27,13120.486
10729.28,13120.486
10729.29,13305.646
10729.3,13120.486
10729.31,13166.762
10729.32,13213.047
10729.33,13213.047
10729.34,13166.762
10729.35,13213.047
10729.36,13166.762
10729.37,13166.762
10729.38,13213.047
10729.39,13166.762
10729.4,13120.486
10729.41,13120.486
10729.42,13166.762
10729.43,13166.762
10729.44,13166.762
10729.45,13305.646
10729.46,13305.646
10729.47,13259.342
10729.48,13305.646
10729.49,13305.646
10729.5,13213.047
10729.51,13027.966
10729.52,13120.486
10729.53,13213.047
10729.54,13120.486
10729.55,13166.762
10729.56,13213.047
10729.57,13027.966
10729.58,13074.222
10729.59,13259.342
10729.6,13074.222
10729.61,13120.486
10729.62,13166.762
10729.63,13166.762
10729.64,13166.762
10729.65,13120.486
10729.66,13074.222
10729.67,13213.047
10729.68,13166.762
10729.69,13166.762
10729.7,13074.222
10729.71,13213.047
10729.72,13213.047
10729.73,13305.646
10729.74,13120.486
10729.75,13166.762
10729.76,13074.222
10729.77,13259.342
10729.78,13120.486
10729.79,13213.047
10729.8,13027.966
10729.81,13120.486
10729.82,13166.762
10729.83,13074.222
10729.84,13120.486
10729.85,13074.222
10729.86,13120.486
10729.87,13120.486
10729.88,13074.222
10729.89,13213.047
10729.9,13027.966
10729.91,13120.486
10729.92,13166.762
10729.93,13166.762
10729.94,13259.342
10729.95,13166.762
10729.96,13213.047
10729.97,13120.486
10729.98,13259.342
10729.99,13213.047
10730,13213.047
10730.01,13074.222
10730.02,13120.486
10730.03,13120.486
10730.04,13074.222
10730.05,13027.966
10730.06,12981.72
10730.07,13120.486
10730.08,13166.762
10730.09,13166.762
10730.1,13074.222
10730.11,13074.222
10730.12,13120.486
10730.13,13166.762
10730.14,13120.486
10730.15,13213.047
10730.16,13027.966
10730.17,13120.486
10730.18,12935.483
10730.19,13120.486
10730.2,13120.486
10730.21,12981.72
10730.22,13027.966
10730.23,13120.486
10730.24,13074.222
10730.25,13027.966
10730.26,13213.047
10730.27,13213.047
10730.28,13166.762
10730.29,13166.762
10730.3,13027.966
10730.31,13120.486
10730.32,13351.961
10730.33,13027.966
10730.34,13166.762
10730.35,13027.966
10730.36,12981.72
10730.37,13027.966
10730.38,13166.762
10730.39,13027.966
10730.4,13074.222
10730.41,13120.486
10730.42,13027.966
10730.43,13074.222
10730.44,13074.222
10730.45,13027.966
10730.46,13120.486
10730.47,12935.483
10730.48,13120.486
10730.49,12981.72
10730.5,13027.966
10730.51,12981.72
10730.52,12981.72
10730.53,12796.833
10730.54,12889.257
10730.55,12889.257
10730.56,13027.966
10730.57,12981.72
10730.58,13120.486
10730.59,12981.72
10730.6,12935.483
10730.61,12981.72
10730.62,12981.72
10730.63,13027.966
10730.64,13120.486
10730.65,12935.483
10730.66,13027.966
10730.67,12889.257
10730.68,13074.222
10730.69,13027.966
10730.7,12935.483
10730.71,12935.483
10730.72,13120.486
10730.73,12889.257
10730.74,13027.966
10730.75,12935.483
10730.76,13027.966
10730.77,12796.833
10730.78,12935.483
10730.79,13074.222
10730.8,12889.257
10730.81,12981.72
10730.82,12935.483
10730.83,12889.257
10730.84,12889.257
10730.85,12843.04
10730.86,12981.72
10730.87,13027.966
10730.88,13074.222
10730.89,13027.966
10730.9,13027.966
10730.91,12981.72
10730.92,13027.966
10730.93,12935.483
10730.94,12981.72
10730.95,12750.637
10730.96,13027.966
10730.97,12981.72
10730.98,12981.72
10730.99,12935.483
10731,12935.483
10731.01,12796.833
10731.02,12889.257
10731.03,12935.483
10731.04,12843.04
10731.05,13027.966
10731.06,13120.486
10731.07,12935.483
10731.08,12889.257
10731.09,12843.04
10731.1,12981.72
10731.11,12981.72
10731.12,12889.257
10731.13,13027.966
10731.14,12981.72
10731.15,13027.966
10731.16,12981.72
10731.17,12843.04
10731.18,12796.833
10731.19,12796.833
10731.2,12981.72
10731.21,13027.966
10731.22,12981.72
10731.23,12935.483
10731.24,12843.04
10731.25,12981.72
10731.26,12889.257
10731.27,12935.483
10731.28,12935.483
10731.29,12935.483
10731.3,12889.257
10731.31,12935.483
10731.32,12796.833
10731.33,12843.04
10731.34,12796.833
10731.35,12750.637
10731.36,12796.833
10731.37,12935.483
10731.38,12796.833
10731.39,12889.257
10731.4,12796.833
10731.41,12843.04
10731.42,12981.72
10731.43,12796.833
10731.44,12796.833
10731.45,12889.257
10731.46,12843.04
10731.47,12796.833
10731.48,12704.449
10731.49,13027.966
10731.5,12704.449
10731.51,12565.945
10731.52,12889.257
10731.53,12658.271
10731.54,12796.833
10731.55,12704.449
10731.56,12843.04
10731.57,12612.104
10731.58,12658.271
10731.59,12612.104
10731.6,12612.104
10731.61,12750.637
10731.62,12565.945
10731.63,12658.271
10731.64,12612.104
10731.65,12381.411
10731.66,12612.104
10731.67,12658.271
10731.68,12612.104
10731.69,12658.271
10731.7,12612.104
10731.71,12565.945
10731.72,12519.798
10731.73,12427.53
10731.74,12658.271
10731.75,12519.798
10731.76,12612.104
10731.77,12427.53
10731.78,12704.449
10731.79,12427.53
10731.8,12612.104
10731.81,12473.659
10731.82,12473.659
10731.83,12427.53
10731.84,12519.798
10731.85,12658.271
10731.86,12519.798
10731.87,12427.53
10731.88,12565.945
10731.89,12658.271
10731.9,12612.104
10731.91,12658.271
10731.92,12612.104
10731.93,12427.53
10731.94,12612.104
10731.95,12519.798
10731.96,12519.798
10731.97,12565.945
10731.98,12335.303
10731.99,12565.945
10732,12658.271
10732.01,12750.637
10732.02,12658.271
10732.03,12658.271
10732.04,12381.411
10732.05,12519.798
10732.06,12658.271
10732.07,12612.104
10732.08,12612.104
10732.09,12843.04
10732.1,12612.104
10732.11,12519.798
10732.12,12612.104
10732.13,12565.945
10732.14,12750.637
10732.15,12612.104
10732.16,12658.271
10732.17,12473.659
10732.18,12612.104
10732.19,12565.945
10732.2,12519.798
10732.21,12612.104
10732.22,12612.104
10732.23,12519.798
10732.24,12612.104
10732.25,12519.798
10732.26,12519.798
10732.27,12519.798
10732.28,12473.659
10732.29,12565.945
10732.3,12519.798
10732.31,12658.271
10732.32,12473.659
10732.33,12658.271
10732.34,12658.271
10732.35,12519.798
10732.36,12565.945
10732.37,12612.104
10732.38,12658.271
10732.39,12519.798
10732.4,12473.659
10732.41,12565.945
10732.42,12565.945
10732.43,12519.798
10732.44,12658.271
10732.45,12427.53
10732.46,12519.798
10732.47,12565.945
10732.48,12658.271
10732.49,12473.659
10732.5,12658.271
10732.51,12565.945
10732.52,12381.411
10732.53,12565.945
10732.54,12519.798
10732.55,12473.659
10732.56,12565.945
10732.57,12473.659
10732.58,12565.945
10732.59,12427.53
10732.6,12473.659
10732.61,12658.271
10732.62,12473.659
10732.63,12427.53
10732.64,12381.411
10732.65,12519.798
10732.66,12427.53
10732.67,12519.798
10732.68,12519.798
10732.69,12473.659
10732.7,12381.411
10732.71,12427.53
10732.72,12519.798
10732.73,12658.271
10732.74,12519.798
10732.75,12381.411
10732.76,12427.53
10732.77,12519.798
10732.78,12519.798
10732.79,12473.659
10732.8,12658.271
10732.81,12335.303
10732.82,12519.798
10732.83,12381.411
10732.84,12519.798
10732.85,12565.945
10732.86,12519.798
10732.87,12381.411
10732.88,12519.798
10732.89,12519.798
10732.9,12381.411
10732.91,12381.411
10732.92,12381.411
10732.93,12473.659
10732.94,12381.411
10732.95,12473.659
10732.96,12519.798
10732.97,12427.53
10732.98,12427.53
10732.99,12473.659
10733,12335.303
10733.01,12473.659
10733.02,12427.53
10733.03,12381.411
10733.04,12335.303
10733.05,12427.53
10733.06,12335.303
10733.07,12519.798
10733.08,12427.53
10733.09,12381.411
10733.1,12335.303
10733.11,12427.53
10733.12,12565.945
10733.13,12519.798
10733.14,12519.798
10733.15,12381.411
10733.16,12565.945
10733.17,12519.798
10733.18,12519.798
10733.19,12427.53
10733.2,12612.104
10733.21,12519.798
10733.22,12427.53
10733.23,12381.411
10733.24,12519.798
10733.25,12473.659
10733.26,12519.798
10733.27,12381.411
10733.28,12473.659
10733.29,12612.104
10733.3,12473.659
10733.31,12427.53
10733.32,12427.53
10733.33,12427.53
10733.34,12473.659
10733.35,12519.798
10733.36,12243.113
10733.37,12427.53
10733.38,12427.53
10733.39,12381.411
10733.4,12335.303
10733.41,12473.659
10733.42,12335.303
10733.43,12427.53
10733.44,12519.798
10733.45,12473.659
10733.46,12427.53
10733.47,12381.411
10733.48,12381.411
10733.49,12519.798
10733.5,12381.411
10733.51,12335.303
10733.52,12335.303
10733.53,12289.203
10733.54,12289.203
10733.55,12150.964
10733.56,12197.033
10733.57,12197.033
10733.58,12289.203
10733.59,12104.903
10733.6,12289.203
10733.61,12243.113
10733.62,12473.659
10733.63,12104.903
10733.64,12335.303
10733.65,12104.903
10733.66,11966.781
10733.67,12012.813
10733.68,12150.964
10733.69,12243.113
10733.7,12197.033
10733.71,12197.033
10733.72,12243.113
10733.73,12104.903
10733.74,12197.033
10733.75,12150.964
10733.76,12104.903
10733.77,12197.033
10733.78,12150.964
10733.79,12104.903
10733.8,12243.113
10733.81,12058.853
10733.82,12197.033
10733.83,12150.964
10733.84,12289.203
10733.85,12150.964
10733.86,12243.113
10733.87,12243.113
10733.88,12197.033
10733.89,12197.033
10733.9,12058.853
10733.91,12150.964
10733.92,12197.033
10733.93,12335.303
10733.94,12289.203
10733.95,12058.853
10733.96,12197.033
10733.97,12243.113
10733.98,12197.033
10733.99,12243.113
10734,12197.033
10734.01,12104.903
10734.02,12058.853
10734.03,12150.964
10734.04,12150.964
10734.05,12197.033
10734.06,12104.903
10734.07,12197.033
10734.08,12289.203
10734.09,12197.033
10734.1,12058.853
10734.11,12150.964
10734.12,12243.113
10734.13,12289.203
10734.14,12058.853
10734.15,12150.964
10734.16,12104.903
10734.17,12150.964
10734.18,12058.853
10734.19,12150.964
10734.2,12150.964
10734.21,12197.033
10734.22,12104.903
10734.23,12104.903
10734.24,12243.113
10734.25,12150.964
10734.26,12289.203
10734.27,12197.033
10734.28,12104.903
10734.29,12197.033
10734.3,12104.903
10734.31,12197.033
10734.32,12058.853
10734.33,12197.033
10734.34,12058.853
10734.35,12058.853
10734.36,12058.853
10734.37,12104.903
10734.38,12058.853
10734.39,12012.813
10734.4,12289.203
10734.41,12150.964
10734.42,12243.113
10734.43,12243.113
10734.44,12289.203
10734.45,12150.964
10734.46,12104.903
10734.47,12058.853
10734.48,12150.964
10734.49,12058.853
10734.5,12197.033
10734.51,11966.781
10734.52,12104.903
10734.53,12243.113
10734.54,12289.203
10734.55,12150.964
10734.56,12104.903
10734.57,12104.903
10734.58,12289.203
10734.59,12150.964
10734.6,12150.964
10734.61,12150.964
10734.62,12197.033
10734.63,12150.964
10734.64,12243.113
10734.65,12243.113
10734.66,12243.113
10734.67,12104.903
10734.68,12289.203
10734.69,12197.033
10734.7,12150.964
10734.71,12058.853
10734.72,12335.303
10734.73,12197.033
10734.74,12150.964
10734.75,12150.964
10734.76,12197.033
10734.77,12289.203
10734.78,12150.964
10734.79,12058.853
10734.8,12104.903
10734.81,12243.113
10734.82,12289.203
10734.83,12150.964
10734.84,12289.203
10734.85,12197.033
10734.86,12058.853
10734.87,12197.033
10734.88,12335.303
10734.89,12335.303
10734.9,12197.033
10734.91,12150.964
10734.92,12243.113
10734.93,12104.903
10734.94,11966.781
10734.95,12243.113
10734.96,12197.033
10734.97,12058.853
10734.98,12150.964
10734.99,12289.203
10735,12104.903
10735.01,12150.964
10735.02,12289.203
10735.03,12150.964
10735.04,11920.76
10735.05,12012.813
10735.06,12058.853
10735.07,11920.76
10735.08,11782.755
10735.09,11920.76
10735.1,12012.813
10735.11,11828.747
10735.12,12012.813
10735.13,11966.781
10735.14,11966.781
10735.15,11966.781
10735.16,11966.781
10735.17,11874.749
10735.18,11874.749
10735.19,11966.781
10735.2,11966.781
10735.21,11874.749
10735.22,11966.781
10735.23,11966.781
10735.24,12012.813
10735.25,12012.813
10735.26,11966.781
10735.27,12058.853
10735.28,11920.76
10735.29,11920.76
10735.3,11828.747
10735.31,11828.747
10735.32,11874.749
10735.33,11920.76
10735.34,11966.781
10735.35,11920.76
10735.36,11920.76
10735.37,11782.755
10735.38,11920.76
10735.39,11828.747
10735.4,11966.781
10735.41,11782.755
10735.42,11920.76
10735.43,12012.813
10735.44,11920.76
10735.45,11828.747
10735.46,11828.747
10735.47,11874.749
10735.48,11920.76
10735.49,11966.781
10735.5,11920.76
10735.51,11920.76
10735.52,12012.813
10735.53,11828.747
10735.54,11874.749
10735.55,11920.76
10735.56,11920.76
10735.57,11874.749
10735.58,11920.76
10735.59,11920.76
10735.6,11874.749
10735.61,11966.781
10735.62,11828.747
10735.63,11828.747
10735.64,11782.755
10735.65,11782.755
10735.66,11690.801
10735.67,11828.747
10735.68,11920.76
10735.69,11874.749
10735.7,11874.749
10735.71,11782.755
10735.72,11782.755
10735.73,11782.755
10735.74,11874.749
10735.75,11782.755
10735.76,11828.747
10735.77,11920.76
10735.78,11966.781
10735.79,11920.76
10735.8,11874.749
10735.81,11874.749
10735.82,11966.781
10735.83,11828.747
10735.84,11920.76
10735.85,11874.749
10735.86,11966.781
10735.87,11920.76
10735.88,11920.76
10735.89,11874.749
10735.9,11920.76
10735.91,11874.749
10735.92,11782.755
10735.93,11874.749
10735.94,11966.781
10735.95,12012.813
10735.96,11920.76
10735.97,11874.749
10735.98,11920.76
10735.99,11828.747
10736,12012.813
10736.01,12104.903
10736.02,11920.76
10736.03,11920.76
10736.04,12012.813
10736.05,11874.749
10736.06,11736.773
10736.07,11874.749
10736.08,11736.773
10736.09,11920.76
10736.1,11920.76
10736.11,11920.76
10736.12,11920.76
10736.13,11690.801
10736.14,11920.76
10736.15,11644.838
10736.16,12058.853
10736.17,12012.813
10736.18,12058.853
10736.19,11920.76
10736.2,11966.781
10736.21,11690.801
10736.22,12012.813
10736.23,11920.76
10736.24,11874.749
10736.25,11920.76
10736.26,11920.76
10736.27,11782.755
10736.28,11920.76
10736.29,11920.76
10736.3,11920.76
10736.31,11828.747
10736.32,11920.76
10736.33,11782.755
10736.34,11966.781
10736.35,11920.76
10736.36,11920.76
10736.37,11782.755
10736.38,12012.813
10736.39,11782.755
10736.4,11874.749
10736.41,11874.749
10736.42,11828.747
10736.43,12012.813
10736.44,11874.749
10736.45,11828.747
10736.46,11736.773
10736.47,11874.749
10736.48,11736.773
10736.49,11736.773
10736.5,11874.749
10736.51,11782.755
10736.52,11874.749
10736.53,11782.755
10736.54,11874.749
10736.55,11874.749
10736.56,11966.781
10736.57,11828.747
10736.58,11966.781
10736.59,11644.838
10736.6,11874.749
10736.61,11782.755
10736.62,11920.76
10736.63,11874.749
10736.64,11828.747
10736.65,11874.749
10736.66,11828.747
10736.67,11874.749
10736.68,11782.755
10736.69,11874.749
10736.7,11828.747
10736.71,11782.755
10736.72,11782.755
10736.73,11782.755
10736.74,11828.747
10736.75,11690.801
10736.76,11966.781
10736.77,11828.747
10736.78,11966.781
10736.79,11782.755
10736.8,11782.755
10736.81,11690.801
10736.82,11828.747
10736.83,11874.749
10736.84,11874.749
10736.85,11874.749
10736.86,11920.76
10736.87,11828.747
10736.88,11874.749
10736.89,11828.747
10736.9,11828.747
10736.91,11782.755
10736.92,11874.749
10736.93,11736.773
10736.94,11920.76
10736.95,11874.749
10736.96,11828.747
10736.97,11874.749
