Circuit: * Z:\home\shinu\Desktop\thermal_sampler\sims\Draft1.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.000453907 to 0.000453907
Heightened Def Con from 0.000453907 +to 0.000453908
Heightened Def Con from 0.000453908 to 0.000453908
Heightened Def Con from 0.000453908 to 0.000453908
Heightened Def Con from 0.000453908 to 0.000453908
Heightened Def Con from 0.000453908 to 0.000453909
Heightened Def Con from 0.000453909 to 0.00045391
Heightened Def Con from 0.00045391 to 0.00045391
Heightened Def Con from 0.00045391 to 0.00045391
Heightened Def Con from 0.00045391 to 0.00045391
Heightened Def Con from 0.00045391 to 0.00045391
Heightened Def Con from 0.00045391 to 0.00045391
Heightened Def Con from 0.00045391 to 0.00045391
Heightened Def Con from 0.00045391 to 0.00045391
Heightened Def Con from 0.00045391 to 0.00045391
Heightened Def Con from 0.00045391 to 0.00045391
Heightened Def Con from 0.00045391 to 0.00045391
Heightened Def Con from 0.00045391 to 0.000453911
Heightened Def Con from 0.000453911 to 0.000453911
Heightened Def Con from 0.000453911 to 0.000453911
Heightened Def Con from 0.000453911 to 0.000453911
Heightened Def Con from 0.000453911 to 0.000453911
Heightened Def Con from 0.000453911 to 0.000453911
Heightened Def Con from 0.000453911 to 0.000453911
Heightened Def Con from 0.000453911 to 0.000453911
Heightened Def Con from 0.000453911 to 0.000453912
Heightened Def Con from 0.000453912 to 0.000453912
Heightened Def Con from 0.000453912 to 0.000453912
Heightened Def Con from 0.000453912 to 0.000453912
Heightened Def Con from 0.000453912 to 0.000453913
Heightened Def Con from 0.000453913 to 0.000453913
Heightened Def Con from 0.000453913 to 0.000453913
Heightened Def Con from 0.000453913 to 0.000453913
Heightened Def Con from 0.000453913 to 0.000453915
Heightened Def Con from 0.000453916 to 0.000453916
Heightened Def Con from 0.000453916 to 0.000453916
Heightened Def Con from 0.000453916 to 0.000453917
Heightened Def Con from 0.000453917 to 0.000453917
Heightened Def Con from 0.000453917 to 0.000453918
Heightened Def Con from 0.000453918 to 0.000453918
Heightened Def Con from 0.000453918 to 0.000453918
Heightened Def Con from 0.000453918 to 0.000453919
Heightened Def Con from 0.000453919 to 0.000453919
Heightened Def Con from 0.000453919 to 0.00045392
Heightened Def Con from 0.00045392 to 0.00045392
Heightened Def Con from 0.00045392 to 0.000453921
Heightened Def Con from 0.000453921 to 0.000453921
Heightened Def Con from 0.000453921 to 0.000453921
Heightened Def Con from 0.000453921 to 0.000453922
Heightened Def Con from 0.000453922 to 0.000453922
Heightened Def Con from 0.000453922 to 0.000453922
Heightened Def Con from 0.000453922 to 0.000453922
Heightened Def Con from 0.000453922 to 0.000453922
Heightened Def Con from 0.000453922 to 0.000453923
Heightened Def Con from 0.000453923 to 0.000453923
Heightened Def Con from 0.000453923 to 0.000453923
Heightened Def Con from 0.000453923 to 0.000453924
Heightened Def Con from 0.000453924 to 0.000453924
Heightened Def Con from 0.000453924 to 0.000453924
Heightened Def Con from 0.000453924 to 0.000453924
Heightened Def Con from 0.000453924 to 0.000453924
Heightened Def Con from 0.000453924 to 0.000453924
Heightened Def Con from 0.000453924 to 0.000453924
Heightened Def Con from 0.000453924 to 0.000453924
Heightened Def Con from 0.000453924 to 0.000453924
Heightened Def Con from 0.000453924 to 0.000453924
Heightened Def Con from 0.000453924 to 0.000453925
Heightened Def Con from 0.000453925 to 0.000453925
Heightened Def Con from 0.000453925 to 0.000453926
Heightened Def Con from 0.000453926 to 0.000453926
Heightened Def Con from 0.000453926 to 0.000453927
Heightened Def Con from 0.000453927 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453928
Heightened Def Con from 0.000453928 to 0.000453929
Heightened Def Con from 0.000453929 to 0.00045393
Heightened Def Con from 0.00045393 to 0.00045393
Heightened Def Con from 0.00045393 to 0.00045393
Heightened Def Con from 0.00045393 to 0.00045393
Heightened Def Con from 0.00045393 to 0.00045393
Heightened Def Con from 0.00045393 to 0.00045393
Heightened Def Con from 0.00045393 to 0.00045393
Heightened Def Con from 0.00045393 to 0.00045393
Heightened Def Con from 0.00045393 to 0.00045393
Heightened Def Con from 0.00045393 to 0.000453931
Heightened Def Con from 0.000453931 to 0.000453932
Heightened Def Con from 0.000453932 to 0.000453932
Heightened Def Con from 0.000453932 to 0.000453932
Heightened Def Con from 0.000453932 to 0.000453932
Heightened Def Con from 0.000453932 to 0.000453932
Heightened Def Con from 0.000453932 to 0.000453932
Heightened Def Con from 0.000453932 to 0.000453932
Heightened Def Con from 0.000453932 to 0.000453932
Heightened Def Con from 0.000453932 to 0.000453932
Heightened Def Con from 0.000453932 to 0.000453932
Heightened Def Con from 0.000453932 to 0.000453933
Heightened Def Con from 0.000453933 to 0.000453933
Heightened Def Con from 0.000453933 to 0.000453933
Heightened Def Con from 0.000453933 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453934
Heightened Def Con from 0.000453934 to 0.000453935
Heightened Def Con from 0.000453935 to 0.000453935
Heightened Def Con from 0.000453935 to 0.000453936
Heightened Def Con from 0.000453936 to 0.000453937
Heightened Def Con from 0.000453937 to 0.000453937
Heightened Def Con from 0.000453937 to 0.000453938
Heightened Def Con from 0.000453938 to 0.000453938
Heightened Def Con from 0.000453938 to 0.000453939
Heightened Def Con from 0.000453939 to 0.000453941
Heightened Def Con from 0.000453943 to 0.000453943
Heightened Def Con from 0.000453943 to 0.000453943
Heightened Def Con from 0.000453943 to 0.000453943
Heightened Def Con from 0.000453943 to 0.000453943
Heightened Def Con from 0.000453943 to 0.000453943
Heightened Def Con from 0.000453943 to 0.000453943
Heightened Def Con from 0.000453943 to 0.000453943
Heightened Def Con from 0.000453943 to 0.000453943
Heightened Def Con from 0.000453943 to 0.000453944
Heightened Def Con from 0.000453944 to 0.000453944
Heightened Def Con from 0.000453944 to 0.000453945
Heightened Def Con from 0.000453945 to 0.000453945
Heightened Def Con from 0.000453945 to 0.000453945
Heightened Def Con from 0.000453945 to 0.000453945
Heightened Def Con from 0.000453945 to 0.000453945
Heightened Def Con from 0.000453945 to 0.000453946
Heightened Def Con from 0.000453946 to 0.000453946
Heightened Def Con from 0.000453946 to 0.000453947
Heightened Def Con from 0.000453947 to 0.000453947
Heightened Def Con from 0.000453947 to 0.000453947
Heightened Def Con from 0.000453947 to 0.000453947
Heightened Def Con from 0.000453947 to 0.000453947
Heightened Def Con from 0.000453947 to 0.000453947
Heightened Def Con from 0.000453947 to 0.000453947
Heightened Def Con from 0.000453947 to 0.000453948
Heightened Def Con from 0.000453948 to 0.000453948
Heightened Def Con from 0.000453948 to 0.000453949
Heightened Def Con from 0.000453949 to 0.000453949
Heightened Def Con from 0.000453949 to 0.000453949
Heightened Def Con from 0.000453949 to 0.000453949
Heightened Def Con from 0.000453949 to 0.000453949
Heightened Def Con from 0.000453949 to 0.000453949
Heightened Def Con from 0.000453949 to 0.00045395
Heightened Def Con from 0.00045395 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453951
Heightened Def Con from 0.000453951 to 0.000453953
Heightened Def Con from 0.000453953 to 0.000453953
Heightened Def Con from 0.000453953 to 0.000453953
Heightened Def Con from 0.000453953 to 0.000453954
Heightened Def Con from 0.000453954 to 0.000453954
Heightened Def Con from 0.000453954 to 0.000453954
Heightened Def Con from 0.000453954 to 0.000453956
Heightened Def Con from 0.000453956 to 0.000453956
Heightened Def Con from 0.000453956 to 0.000453956
Heightened Def Con from 0.000453956 to 0.000453956
Heightened Def Con from 0.000453956 to 0.000453958
Heightened Def Con from 0.000453958 to 0.000453958
Heightened Def Con from 0.000453958 to 0.000453958
Heightened Def Con from 0.000453958 to 0.00045396
Heightened Def Con from 0.00045396 to 0.00045396
Heightened Def Con from 0.00045396 to 0.00045396
Heightened Def Con from 0.00045396 to 0.00045396
Heightened Def Con from 0.00045396 to 0.00045396
Heightened Def Con from 0.00045396 to 0.00045396
Heightened Def Con from 0.00045396 to 0.00045396
Heightened Def Con from 0.00045396 to 0.000453961
Heightened Def Con from 0.000453961 to 0.000453961
Heightened Def Con from 0.000453961 to 0.000453962
Heightened Def Con from 0.000453962 to 0.000453962
Heightened Def Con from 0.000453962 to 0.000453963
Heightened Def Con from 0.000453963 to 0.000453963
Heightened Def Con from 0.000453963 to 0.000453963
Heightened Def Con from 0.000453963 to 0.000453965
Heightened Def Con from 0.000453965 to 0.000453966
Heightened Def Con from 0.000453966 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453967
Heightened Def Con from 0.000453967 to 0.000453968
Heightened Def Con from 0.000453968 to 0.000453968
Heightened Def Con from 0.000453968 to 0.000453968
Heightened Def Con from 0.000453968 to 0.000453968
Heightened Def Con from 0.000453968 to 0.000453968
Heightened Def Con from 0.000453968 to 0.000453968
Heightened Def Con from 0.000453968 to 0.000453969
Heightened Def Con from 0.000453969 to 0.00045397
Heightened Def Con from 0.00045397 to 0.00045397
Heightened Def Con from 0.00045397 to 0.00045397
Heightened Def Con from 0.00045397 to 0.00045397
Heightened Def Con from 0.00045397 to 0.00045397
Heightened Def Con from 0.00045397 to 0.00045397
Heightened Def Con from 0.00045397 to 0.00045397
Heightened Def Con from 0.00045397 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453971
Heightened Def Con from 0.000453971 to 0.000453972
Heightened Def Con from 0.000453972 to 0.000453972
Heightened Def Con from 0.000453972 to 0.000453972
Heightened Def Con from 0.000453972 to 0.000453972
Heightened Def Con from 0.000453972 to 0.000453972
Heightened Def Con from 0.000453972 to 0.000453972
Heightened Def Con from 0.000453972 to 0.000453973
Heightened Def Con from 0.000453973 to 0.000453973
Heightened Def Con from 0.000453973 to 0.000453973
Heightened Def Con from 0.000453973 to 0.000453973
Heightened Def Con from 0.000453973 to 0.000453973
Heightened Def Con from 0.000453973 to 0.000453973
Heightened Def Con from 0.000453973 to 0.000453973
Heightened Def Con from 0.000453973 to 0.000453974
Heightened Def Con from 0.000453974 to 0.000453974
Heightened Def Con from 0.000453974 to 0.000453974
Heightened Def Con from 0.000453974 to 0.000453974
Heightened Def Con from 0.000453974 to 0.000453974
Heightened Def Con from 0.000453974 to 0.000453974
Heightened Def Con from 0.000453974 to 0.000453975
Heightened Def Con from 0.000453975 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453976
Heightened Def Con from 0.000453976 to 0.000453977
Heightened Def Con from 0.000453977 to 0.000453978
Heightened Def Con from 0.000453978 to 0.000453978
Heightened Def Con from 0.000453978 to 0.000453978
Heightened Def Con from 0.000453978 to 0.000453978
Heightened Def Con from 0.000453978 to 0.000453978
Heightened Def Con from 0.000453978 to 0.000453978
Heightened Def Con from 0.000453978 to 0.000453979
Heightened Def Con from 0.000453979 to 0.000453981
Heightened Def Con from 0.000453981 to 0.000453981
Heightened Def Con from 0.000453981 to 0.000453981
Heightened Def Con from 0.000453981 to 0.000453981
Heightened Def Con from 0.000453981 to 0.000453981
Heightened Def Con from 0.000453981 to 0.000453982
Heightened Def Con from 0.000453982 to 0.000453982
Heightened Def Con from 0.000453982 to 0.000453982
Heightened Def Con from 0.000453982 to 0.000453982
Heightened Def Con from 0.000453982 to 0.000453982
Heightened Def Con from 0.000453982 to 0.000453983
Heightened Def Con from 0.000453983 to 0.000453984
Heightened Def Con from 0.000453984 to 0.000453985
Heightened Def Con from 0.000453985 to 0.000453985
Heightened Def Con from 0.000453985 to 0.000453987
Heightened Def Con from 0.000453987 to 0.000453987
Heightened Def Con from 0.000453987 to 0.000453987
Heightened Def Con from 0.000453987 to 0.000453987
Heightened Def Con from 0.000453987 to 0.000453988
Heightened Def Con from 0.000453989 to 0.000453989
Heightened Def Con from 0.000453989 to 0.00045399
Heightened Def Con from 0.00045399 to 0.00045399
Heightened Def Con from 0.00045399 to 0.00045399
Heightened Def Con from 0.00045399 to 0.00045399
Heightened Def Con from 0.00045399 to 0.00045399
Heightened Def Con from 0.00045399 to 0.00045399
Heightened Def Con from 0.00045399 to 0.00045399
Heightened Def Con from 0.00045399 to 0.00045399
Heightened Def Con from 0.00045399 to 0.00045399
Heightened Def Con from 0.00045399 to 0.00045399
Heightened Def Con from 0.00045399 to 0.000453991
Heightened Def Con from 0.000453991 to 0.000453991
Heightened Def Con from 0.000453991 to 0.000453992
Heightened Def Con from 0.000453992 to 0.000453992
Heightened Def Con from 0.000453992 to 0.000453992
Heightened Def Con from 0.000453992 to 0.000453993
Heightened Def Con from 0.000453993 to 0.000453993
Heightened Def Con from 0.000453993 to 0.000453994
Heightened Def Con from 0.000453994 to 0.000453996
Heightened Def Con from 0.000453998 to 0.000453998
Heightened Def Con from 0.000453998 to 0.000453999
Heightened Def Con from 0.000453999 to 0.000453999
Heightened Def Con from 0.000453999 to 0.000453999
Heightened Def Con from 0.000453999 to 0.000453999
Heightened Def Con from 0.000453999 to 0.000453999
Heightened Def Con from 0.000453999 to 0.000454
Heightened Def Con from 0.000454 to 0.000454
Heightened Def Con from 0.000454 to 0.000454
Heightened Def Con from 0.000454 to 0.000454001
Heightened Def Con from 0.000454001 to 0.000454003
Heightened Def Con from 0.000454005 to 0.000454005
Heightened Def Con from 0.000454005 to 0.000454006
Heightened Def Con from 0.000454006 to 0.000454006
Heightened Def Con from 0.000454006 to 0.000454006
Heightened Def Con from 0.000454006 to 0.000454006
Heightened Def Con from 0.000454006 to 0.000454006
Heightened Def Con from 0.000454006 to 0.000454007
Heightened Def Con from 0.000454007 to 0.000454007
Heightened Def Con from 0.000454007 to 0.000454008
Heightened Def Con from 0.000454008 to 0.000454008
Heightened Def Con from 0.000454008 to 0.000454009
Heightened Def Con from 0.000454009 to 0.000454009
Heightened Def Con from 0.000454009 to 0.000454009
Heightened Def Con from 0.000454009 to 0.000454009
Heightened Def Con from 0.000454009 to 0.000454009
Heightened Def Con from 0.000454009 to 0.000454009
Heightened Def Con from 0.000454009 to 0.000454009
Heightened Def Con from 0.000454009 to 0.00045401
Heightened Def Con from 0.00045401 to 0.000454012
Heightened Def Con from 0.000454012 to 0.000454012
Heightened Def Con from 0.000454012 to 0.000454012
Heightened Def Con from 0.000454012 to 0.000454013
Heightened Def Con from 0.000454013 to 0.000454013
Heightened Def Con from 0.000454013 to 0.000454013
Heightened Def Con from 0.000454013 to 0.000454013
Heightened Def Con from 0.000454013 to 0.000454014
Heightened Def Con from 0.000454014 to 0.000454014
Heightened Def Con from 0.000454014 to 0.000454014
Heightened Def Con from 0.000454014 to 0.000454014
Heightened Def Con from 0.000454014 to 0.000454014
Heightened Def Con from 0.000454014 to 0.000454014
Heightened Def Con from 0.000454014 to 0.000454016
Heightened Def Con from 0.000454016 to 0.000454016
Heightened Def Con from 0.000454016 to 0.000454017
Heightened Def Con from 0.000454017 to 0.000454017
Heightened Def Con from 0.000454017 to 0.000454017
Heightened Def Con from 0.000454017 to 0.000454019
Heightened Def Con from 0.000454019 to 0.00045402
Heightened Def Con from 0.00045402 to 0.00045402
Heightened Def Con from 0.00045402 to 0.00045402
Heightened Def Con from 0.00045402 to 0.00045402
Heightened Def Con from 0.00045402 to 0.00045402
Heightened Def Con from 0.00045402 to 0.00045402
Heightened Def Con from 0.00045402 to 0.00045402
Heightened Def Con from 0.00045402 to 0.00045402
Heightened Def Con from 0.000454021 to 0.000454021
Heightened Def Con from 0.000454021 to 0.000454021
Heightened Def Con from 0.000454021 to 0.000454021
Heightened Def Con from 0.000454021 to 0.000454021
Heightened Def Con from 0.000454021 to 0.000454021
Heightened Def Con from 0.000454021 to 0.000454021
Heightened Def Con from 0.000454021 to 0.000454021
Heightened Def Con from 0.000454021 to 0.000454022
Heightened Def Con from 0.000454022 to 0.000454022
Heightened Def Con from 0.000454022 to 0.000454023
Heightened Def Con from 0.000454023 to 0.000454023
Heightened Def Con from 0.000454023 to 0.000454023
Heightened Def Con from 0.000454023 to 0.000454023
Heightened Def Con from 0.000454023 to 0.000454024
Heightened Def Con from 0.000454024 to 0.000454024
Heightened Def Con from 0.000454024 to 0.000454024
Heightened Def Con from 0.000454024 to 0.000454024
Heightened Def Con from 0.000454024 to 0.000454026
Heightened Def Con from 0.000454026 to 0.000454027
Heightened Def Con from 0.000454027 to 0.000454027
Heightened Def Con from 0.000454027 to 0.000454027
Heightened Def Con from 0.000454027 to 0.000454028
Heightened Def Con from 0.000454028 to 0.000454028
Heightened Def Con from 0.000454028 to 0.000454028
Heightened Def Con from 0.000454028 to 0.000454028
Heightened Def Con from 0.000454028 to 0.000454028
Heightened Def Con from 0.000454028 to 0.000454029
Heightened Def Con from 0.000454029 to 0.000454029
Heightened Def Con from 0.000454029 to 0.000454029
Heightened Def Con from 0.000454029 to 0.000454029
Heightened Def Con from 0.000454029 to 0.00045403
Heightened Def Con from 0.00045403 to 0.000454031
Heightened Def Con from 0.000454031 to 0.000454031
Heightened Def Con from 0.000454031 to 0.000454031
Heightened Def Con from 0.000454031 to 0.000454031
Heightened Def Con from 0.000454031 to 0.000454031
Heightened Def Con from 0.000454031 to 0.000454031
Heightened Def Con from 0.000454031 to 0.000454031
Heightened Def Con from 0.000454031 to 0.000454032
Heightened Def Con from 0.000454032 to 0.000454033
Heightened Def Con from 0.000454033 to 0.000454034
Heightened Def Con from 0.000454034 to 0.000454034
Heightened Def Con from 0.000454035 to 0.000454037
Heightened Def Con from 0.000454037 to 0.000454039
Heightened Def Con from 0.000454039 to 0.000454039
Heightened Def Con from 0.000454039 to 0.000454039
Heightened Def Con from 0.000454039 to 0.000454039
Heightened Def Con from 0.000454039 to 0.000454039
Heightened Def Con from 0.000454039 to 0.00045404
Heightened Def Con from 0.00045404 to 0.000454041
Heightened Def Con from 0.000454041 to 0.000454041
Heightened Def Con from 0.000454041 to 0.000454041
Heightened Def Con from 0.000454041 to 0.000454041
Heightened Def Con from 0.000454041 to 0.000454041
Heightened Def Con from 0.000454041 to 0.000454041
Heightened Def Con from 0.000454041 to 0.000454041
Heightened Def Con from 0.000454041 to 0.000454041
Heightened Def Con from 0.000454041 to 0.000454042
Heightened Def Con from 0.000454042 to 0.000454042
Heightened Def Con from 0.000454042 to 0.000454042
Heightened Def Con from 0.000454042 to 0.000454043
Heightened Def Con from 0.000454043 to 0.000454043
Heightened Def Con from 0.000454043 to 0.000454043
Heightened Def Con from 0.000454043 to 0.000454045
Heightened Def Con from 0.000454046 to 0.000454046
Heightened Def Con from 0.000454046 to 0.000454046
Heightened Def Con from 0.000454046 to 0.000454046
Heightened Def Con from 0.000454046 to 0.000454047
Heightened Def Con from 0.000454047 to 0.000454047
Heightened Def Con from 0.000454047 to 0.000454048
Heightened Def Con from 0.000454048 to 0.000454048
Heightened Def Con from 0.000454048 to 0.000454048
Heightened Def Con from 0.000454048 to 0.000454048
Heightened Def Con from 0.000454048 to 0.000454048
Heightened Def Con from 0.000454048 to 0.000454048
Heightened Def Con from 0.000454048 to 0.000454048
Heightened Def Con from 0.000454048 to 0.000454048
Heightened Def Con from 0.000454048 to 0.000454048
Heightened Def Con from 0.000454048 to 0.000454049
Heightened Def Con from 0.000454049 to 0.00045405
Heightened Def Con from 0.00045405 to 0.000454052
Heightened Def Con from 0.000454052 to 0.000454053
Heightened Def Con from 0.000454053 to 0.000454053
Heightened Def Con from 0.000454053 to 0.000454053
Heightened Def Con from 0.000454053 to 0.000454053
Heightened Def Con from 0.000454053 to 0.000454053
Heightened Def Con from 0.000454053 to 0.000454053
Heightened Def Con from 0.000454053 to 0.000454053
Heightened Def Con from 0.000454053 to 0.000454053
Heightened Def Con from 0.000454053 to 0.000454054
Heightened Def Con from 0.000454054 to 0.000454055
Heightened Def Con from 0.000454055 to 0.000454055
Heightened Def Con from 0.000454055 to 0.000454055
Heightened Def Con from 0.000454055 to 0.000454055
Heightened Def Con from 0.000454055 to 0.000454055
Heightened Def Con from 0.000454055 to 0.000454055
Heightened Def Con from 0.000454055 to 0.000454057
Heightened Def Con from 0.000454057 to 0.000454057
Heightened Def Con from 0.000454057 to 0.000454057
Heightened Def Con from 0.000454057 to 0.000454057
Heightened Def Con from 0.000454057 to 0.000454057
Heightened Def Con from 0.000454057 to 0.000454058
Heightened Def Con from 0.000454059 to 0.000454059
Heightened Def Con from 0.000454059 to 0.000454059
Heightened Def Con from 0.000454059 to 0.000454059
Heightened Def Con from 0.000454059 to 0.000454059
Heightened Def Con from 0.000454059 to 0.000454059
Heightened Def Con from 0.000454059 to 0.00045406
Heightened Def Con from 0.00045406 to 0.00045406
Heightened Def Con from 0.00045406 to 0.00045406
Heightened Def Con from 0.00045406 to 0.00045406
Heightened Def Con from 0.00045406 to 0.00045406
Heightened Def Con from 0.00045406 to 0.00045406
Heightened Def Con from 0.00045406 to 0.000454062
Heightened Def Con from 0.000454063 to 0.000454064
Heightened Def Con from 0.000454064 to 0.000454064
Heightened Def Con from 0.000454064 to 0.000454064
Heightened Def Con from 0.000454064 to 0.000454065
Heightened Def Con from 0.000454065 to 0.000454065
Heightened Def Con from 0.000454065 to 0.000454065
Heightened Def Con from 0.000454065 to 0.000454065
Heightened Def Con from 0.000454065 to 0.000454065
Heightened Def Con from 0.000454065 to 0.000454066
Heightened Def Con from 0.000454066 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454067
Heightened Def Con from 0.000454067 to 0.000454068
Heightened Def Con from 0.000454068 to 0.000454068
Heightened Def Con from 0.000454068 to 0.000454068
Heightened Def Con from 0.000454068 to 0.00045407
Heightened Def Con from 0.00045407 to 0.00045407
Heightened Def Con from 0.00045407 to 0.00045407
Heightened Def Con from 0.00045407 to 0.00045407
Heightened Def Con from 0.000454071 to 0.000454071
Heightened Def Con from 0.000454071 to 0.000454072
Heightened Def Con from 0.000454072 to 0.000454072
Heightened Def Con from 0.000454072 to 0.000454072
Heightened Def Con from 0.000454072 to 0.000454072
Heightened Def Con from 0.000454072 to 0.000454073
Heightened Def Con from 0.000454073 to 0.000454074
Heightened Def Con from 0.000454074 to 0.000454075
Heightened Def Con from 0.000454075 to 0.000454075
Heightened Def Con from 0.000454075 to 0.000454075
Heightened Def Con from 0.000454075 to 0.000454075
Heightened Def Con from 0.000454075 to 0.000454076
Heightened Def Con from 0.000454076 to 0.000454076
Heightened Def Con from 0.000454076 to 0.000454077
Heightened Def Con from 0.000454077 to 0.000454077
Heightened Def Con from 0.000454077 to 0.000454078
Heightened Def Con from 0.000454078 to 0.000454078
Heightened Def Con from 0.000454078 to 0.000454079
Heightened Def Con from 0.000454079 to 0.000454079
Heightened Def Con from 0.000454079 to 0.000454079
Heightened Def Con from 0.000454079 to 0.000454079
Heightened Def Con from 0.000454079 to 0.00045408
Heightened Def Con from 0.00045408 to 0.00045408
Heightened Def Con from 0.00045408 to 0.00045408
Heightened Def Con from 0.00045408 to 0.000454081
Heightened Def Con from 0.000454081 to 0.000454081
Heightened Def Con from 0.000454081 to 0.000454082
Heightened Def Con from 0.000454082 to 0.000454082
Heightened Def Con from 0.000454082 to 0.000454082
Heightened Def Con from 0.000454082 to 0.000454082
Heightened Def Con from 0.000454082 to 0.000454082
Heightened Def Con from 0.000454082 to 0.000454082
Heightened Def Con from 0.000454082 to 0.000454082
Heightened Def Con from 0.000454082 to 0.000454082
Heightened Def Con from 0.000454082 to 0.000454082
Heightened Def Con from 0.000454082 to 0.000454083
Heightened Def Con from 0.000454083 to 0.000454084
Heightened Def Con from 0.000454084 to 0.000454085
Heightened Def Con from 0.000454085 to 0.000454086
Heightened Def Con from 0.000454086 to 0.000454086
Heightened Def Con from 0.000454086 to 0.000454086
Heightened Def Con from 0.000454086 to 0.000454086
Heightened Def Con from 0.000454086 to 0.000454087
Heightened Def Con from 0.000454087 to 0.000454088
Heightened Def Con from 0.000454088 to 0.000454089
Heightened Def Con from 0.000454089 to 0.000454089
Heightened Def Con from 0.000454089 to 0.000454089
Heightened Def Con from 0.000454089 to 0.000454089
Heightened Def Con from 0.000454089 to 0.000454089
Heightened Def Con from 0.000454089 to 0.000454091
Heightened Def Con from 0.000454093 to 0.000454093
Heightened Def Con from 0.000454094 to 0.000454094
